NO.,Product_name,Review,Rating,Sentiment
657,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,this television is value for money. bought it for 13500 during big billion days sale. it was delivered in 3 days and installation done next day. the picture quality is good and there is hardly much difference you will feel between full hd and hd ready screens. sound is optimal . i faced a little issue while connecting my bluetooth earphones. rest everything is good and i would definitely recommend to go for the product. patchwall software is just great and xiaomi have nearly perfected it in 3...,5,2
658,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,best smart tv in this price segment. though i was little bit confused about the connectivity issues written over here in the reviews before purchasing this tv but frankly speaking after using this above one month there is still no issues about the connectivity and all. each and every functions of this tv are works very smoothly and after the new android update it is now more faster than before. but one thing i must tell you guys that i have a home theater system with bluetooth connectivity wh...,5,2
659,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,"i have researched a lot before buying this tv, i almost spend a week, browsed a lot, watched 10+ hours of videos, finally within 23k, this is the tv i purchased. i was little nervous at first because all i have used is lg & sony before, but first time i bought some non premium product. my parents couldn't even pronounce xiomi, to be honest even i can't. after using this tv for a week, i can say, go for it. this is an awesome tv, with perfect picture quality and user interface. yeah sound co...",5,2
660,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,this is very good smart tv in budget. 40 inch is very good size neither big nor small.... i love this ..,5,2
661,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,one of my friend recommended me this mi led tv so i bought it from flipkart and i can just say that this is the best value for money android tv from the house of xiaomi. picture quality is very good and even sound output is superb. thanks to ekart executive for super fast delivery and installation. very happy with this purchase.,5,2
662,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,best smart tv good sound i really like after using 1 week,5,2
663,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,very good tv nice mi,3,1
664,mi 4a horizon edition 100 cm (40 inch) full hd led smart android tv,best tv in this budgetpros-- great sound- picture quality- apps cons-while mirror casting after like 20 minutes it stopped  casting. rest all is great,4,2
665,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,anyone who is reading my review please read completely because i have tested and analysed the tv a lot in every possible way.1. the tv really justifies its price. you cannot compare this tv's feature with high end tv of samsung and sony that is absurd.2. video quality is quite great just that when you view from an angle the intensity of colour changes which is fine concerning the price of the tv3. sound quality is awesome. it has 20w dual speakers which is quite great and once again don't ...,4,2
666,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,"1) look is premium. (5/5) 2) speakers are good and well equalled. (5/5) 3) display is good. prefer hd setup box. (4/5) 3) operates faster with bluetooth remote but slow with sensor one. 4) pathchwall is great (launcher).gives modern look. (5/5) 5) little problem with miracast ( delay in audio), but you can use google home for lagfree experience. (4/5) 6) tv looks bezelless when it is in off mode but having small border actually. when you turn on the tv you can notice it. 7)go for it. o...",4,2
667,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,this television is value for money. bought it for 13500 during big billion days sale. it was delivered in 3 days and installation done next day. the picture quality is good and there is hardly much difference you will feel between full hd and hd ready screens. sound is optimal . i faced a little issue while connecting my bluetooth earphones. rest everything is good and i would definitely recommend to go for the product. patchwall software is just great and xiaomi have nearly perfected it in 3...,5,2
668,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,best smart tv in this price segment. though i was little bit confused about the connectivity issues written over here in the reviews before purchasing this tv but frankly speaking after using this above one month there is still no issues about the connectivity and all. each and every functions of this tv are works very smoothly and after the new android update it is now more faster than before. but one thing i must tell you guys that i have a home theater system with bluetooth connectivity wh...,5,2
669,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,"i have researched a lot before buying this tv, i almost spend a week, browsed a lot, watched 10+ hours of videos, finally within 23k, this is the tv i purchased. i was little nervous at first because all i have used is lg & sony before, but first time i bought some non premium product. my parents couldn't even pronounce xiomi, to be honest even i can't. after using this tv for a week, i can say, go for it. this is an awesome tv, with perfect picture quality and user interface. yeah sound co...",5,2
670,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,this is very good smart tv in budget. 40 inch is very good size neither big nor small.... i love this ..,5,2
671,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,one of my friend recommended me this mi led tv so i bought it from flipkart and i can just say that this is the best value for money android tv from the house of xiaomi. picture quality is very good and even sound output is superb. thanks to ekart executive for super fast delivery and installation. very happy with this purchase.,5,2
672,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,best smart tv good sound i really like after using 1 week,5,2
673,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,very good tv nice mi,3,1
674,mi 4a horizon edition 80 cm (32 inch) hd ready led smart android tv,best tv in this budgetpros-- great sound- picture quality- apps cons-while mirror casting after like 20 minutes it stopped  casting. rest all is great,4,2
675,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),very good picture quality with a decent sound system. you can surely go for this product in this price range. good delivery by flipkart.,5,2
676,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),nice one at this price good samsung 🙏🙏🙏🙏my first samsung led tv 📺 befor i always use lg but this time samsung i’m happy with samsung led tv great job by samsung and the flipkart thank you 🙏 flipkart to deliver in this lockdown also little bit late but great work by flipkart good luck 😉,5,2
677,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),"overall is good compare to price, pictures quality is good but not hd intertnet options are also good it affordable and good",4,2
678,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),"wow!!! i am very surprised about it. it is very awesome and nice picture quality and like of full hd but it is hd. it is ultra hd + hdr, deep colour (true beautiful colour) i am extremely happy and mind blowing. thank flipkart service. i already giving rating of 5/5 🔥.picture/sound/connect or all are rating of 5/5 🔥🔥🔥",5,2
679,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),"i was in hurry to buy and i don't find any bette deal like this. samsung has trusted customer value so, i go for it. actually there are so many options but price difference of 1k to 2k i don't want to take chance for chinese brand. so i opted for this and satisfied. my kid love it and it's compact size fits in my bedroom easily.",5,2
680,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),"nice tv within the budget. sound quality is good, for picture quality i had to attach hdmi cable from set top box to tv. after that quality is pretty good.this tv did not come with a stand so i had only one option with the wall mount which i didn't like. apart from that overall experience is good.",5,2
681,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),"value for money.. pros: picture quality and different picture modes.sound quality is beyond expectations.have all the necessary apps and you can also download them.smooth interface, not too much lag.cons:casting: sometimes picture/video doesn't show while casting.thick besels in 2020.overall i would say it's a fantastic product from samsung. happy that i didn't buy the cheap chinese alternatives. go for it if 32 inch hd ready smart tv is your choice. loved the product...",4,2
682,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),awesome ...no one comparison to this one..i am totally impressed...thanku.samsung..  to make.. this type of television... nice .. buy...it. don't think... about  to purchase to... samsung... nice... i will provide ..5 out 5....,5,2
683,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),really awesome tv best quality very good sound... just go for it guys bcz its very bettet than mi tv.  very low prize best quality tv great and tqq flipkart,5,2
684,samsung 80 cm (32 inch) hd ready led smart tv  (ua32t4340akxxl / ua32t4340bkxxl),very good 👍 tv,4,2
685,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"mi tv 5x 55” delivered on 09th & installed on 10th , everything was smooth , tv has a good rich feel with near bezel less metal frame design , the new adaptive brightness feature is really good , adjusts according to our room lighting making viewing pleasant to eyes , ok google works well , audio is ok not great , some apps volume is good but apps like apple tv+ have to rise volume to 60 , panel is va , so contrast is good has good viewing angle up to 120 d after that you will loose color & c...",4,2
686,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,very good tv. decent picture quality and sound effect. value for money. i am just expecting this tv to work for 4 years.,5,2
687,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"pros:1. picture quality is perfect(i think it is better than its competitors at this price range)2. 4k videos can play perfectly fine.3. bezels are thin.(for people who don't like thick bezels it's a perfect tv).4. patchwall looks goodcons:1. the biggest con of this tv is speakers. i have got 43"" tv which has 30 w speakers (believe me my old crt tv can produce better sound than this). i think all those dolby atmos and stuff are gimmicks. if sound is ur mail priority don't go for this t...",4,2
688,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,super awesome  mine is 55inch tv got delivered next day of order but installation is very badd no response from flipkart. so finaly called mi store and they did it in same day. and coming to tv specs are awesome1. sound is good but bass is not great2 picture quality is awesome 3 adaptive brightness is not that good but it's fine u can enjoy it4 connectivity is fine ok ok5 tv design is awesome but u may feel light electric shocks on corners when u touch as it's made of metal6. patch wall...,4,2
689,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"coming straight to the point, the tv feels a bit laggy at times. switching apps takes time. the sound is not upto the mark, tried all settings available to optimize but couldn't. you definitely have to use a soundbar for better experience. i also noticed a bug, the tv automatically redirects to patchwall while playing youtube videos. happened once.another bug i saw, while switching from sd to hd channel, the auto-scalling cropped half of the screen for a while. switched it off and then on ag...",2,0
690,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"great buy.!i was in confusion after seeing the ratings given by people but still i went for it.and i must say the tv is great and i am happy with it completely.i have 50 inch varient.display- details are great. red colour is a bit overwhelming, but after a few tweaks in the picture settings it is absolutely stunning. watching cricket matches, movies is absolute delight.you can increase the backlight and adjust contrast,brightness as per your liking.sound-sound is great but i would reco...",5,2
691,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"posting this review after using this tv for 8 days..1.picture quality is just awesome. every pixel is clear.4k 8k videos just gives you awesome feel.2.sound quality is better than previous mi 20w speakers, sound is loud as this tv having 40w speakers but i am not happy with bass of these speakers. should have more bass with this price range.3.connectivity is good. i am using with 200mbps wifi. remote is smooth and google assistant is working excellent.4. patchwall and other features a...",5,2
692,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"don't listen to all the reviews and all that bs about the panel being not bright enough for hdr or won't be visible in areas with too much natural light. the tv viewing experience is very good albeit the sound is ok, the bass is not boomy if you are wondering that. if you are buying this tv i would suggest you to invest in a good soundbar or a home theatre system. coming from a sony 3d tv to this is not at all a disappointment. if you are going to buy this tv you won't be disappointed. and al...",5,2
693,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"fabulous tv , i bought 43'inch segment ,it's looks premium tvpicture quality just wow😍❤️dolby sound is awesome 😍connectivity also good , i loved it. just go for it without any doubt.",5,2
694,mi 5x 108 cm (43 inch) ultra hd (4k) led smart android tv with dolby atmos and dolby vision,"product is very very awesome .picture quality  upto mark .sound quality value for money .delivery and installation are more than my expectation(awesome).note : installation same day that day tv delivered and delivery persons are too good as behavior. so , my recommendation to who want mi to buy this thank you mi 😊",5,2
695,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),"this review is after long-term usage of 6 months, the video quality on this tv is really good especially in this range- the color production, and sound quality is good too...you can really enjoy watching series on this tv. it is really light and there is virtually no bezel- the design is really good! the remote is really simple to use and lightweight, and the user interface is smooth and easy. one great thing about this tv is oxygen play where you can find all the content in one place....and ...",5,2
696,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),"at this price point, the tv is good to have with easy connectivity and setup.picture quality is good for the led screen(however you can compare another tv in the same segments).the sound is good although dolby impressions i couldn’t get in the first use(perhaps need to check more).remote is clean and minimalistic and easy to use.connectivity is good, able to connect to wifi via router and hotspot and the connection stays and works perfectly fine. able to use any streaming services without...",5,2
697,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),"it is superior tv. working on android pie .you can also use oxygen play interface for a content centric view.it has good voice command bluetooth base remote control.this tv incorporated with gamma engine with memc , super resolution , colour space mapping , dynamic contract . connecting options with wi fi , bluetooth , hdmi , ethernet are very quickly n fast response .highly recommended for your future tv...😊😊",5,2
698,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),a very nice tv with many adjustments and a best sound quality and also nice used with google assistants.. highly recommended by me. ☺️,5,2
699,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),"oneplus always brings to us all those high end tech device s at such an amazing prices . they has turned out be a blessing for families like me with such products . i am very happy with the product 43"" tv . i have ordere it for my mom , :- the ui and ease of use for old lady coming from non tech era >>>>>:- the sound quality is just superb :- some improvement can be done for connectivity with other smart devices . :- ease of installation so happy with flipkart also for delivery to small...",5,2
700,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),thank you flipkart amazing product 1+ tv new model  awesome product i m happy 1+ tv super quality one days used nice product this range everything is ok,5,2
701,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),it's pretty good n with oosaammmm clarity .....  one word to describe - value for money 💰,5,2
702,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),very good picture quality.. and sound is much good than other led tv's because there is dolby speakers in it...thank u thank u so much..❤❤😍😍😍,5,2
703,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),"team, today only i received my product - 29, may, and below are pros and cons.good point:1. very quick delivery2. better clarity compare to mi and uv3. easy to handle and lightweight just 6 kgsbad points:1. not having aux sound connectivity, it has digital optical audio output which is mostly not available with general sound system2. difficult to share the mobile screen with this tv since oneplus connect android app don't work on all mobiles3. the installation team will come after 8...",1,0
704,oneplus y series 80 cm (32 inch) hd ready led smart android tv  (32ha0a00),"best budget friendly smart tv one can buy, although the video quality is not at par with that of samsung/sony but the sound quality is seriously amazing 💯. easy to install and use !!",5,2
705,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),"this is my first smart tv and probably first detailed review ever.i bought this tv after a long research and hesitations. i was worried about my tv experience in low budget and i cannot afford lg, sony and samsung high end tvs. low budget segments from these makes are not upto the mark as per my research. so competition was between either mi or vu. don't compare this tv with qleds and oleds. they are high quality brand tvs which require deep pockets too. i, like many other thought vu is chi...",4,2
706,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),picture quality is excellent 5/5sound quality is good 3.5/5design of tv 5/5value for money 5/5 i purchased it at 27k and this is my first led tvi am very happy with the product....you can purchase this tv.,5,2
707,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),great product at the price....operating is simple and remote is bluetooth connected (no ir sensor) which i liked it very much. google assistant voice commands make it easy for operating. bluetooth earphones can  be connected. inbuilt chrome cast & phone mirroring works like charm. picture quality is great. speakers : it is more than enough for 30 feet hall.definitely worth every rupee...review based on one week usage.,5,2
708,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),"update 1 : few days of usage.1. value for money. hits above it's price bracket.2. fast (2gb ram), have good internal memory at 16gb.3. happy with the sound quality, it gets loud if you have right audio settings. ( refer tech singh youtube video)4. tv display is bit flimsy while holding the tv for mounting, but it may be because it is large at 55 inch.5. i sit 8 feet away from my tv and it feels large, like a theatre in here, not sure if that is a good thing for eyes, let's wait and see....",4,2
709,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),"after using 10 days , i am writing a review for this television.pros :1. picture quality is best ,you can't get this quality at this price in any other brand.2. performance is great. tv responds quite fast, no lag so far.3. sound is amazing, only 25% volume is enough to listen. true surround x feature works great.4. features such as picture setting and sound setting works fine too.5. prime, netflix, hotstar n all apps are working fine. just jio tv doesn't work( need mouse for toggling)...",4,2
710,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),"after 2 weeks usage.1. awesome picture quality.2. sound is loud,but little bit clarity is missing(ok).3. built-in chromecast is working fine4. checked ott apps -prime,netflix,hotstar,ahaa. all are working fine.5.best budget tv with best features in this price segment.6. value for money",5,2
711,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),"really after a long time i brought a vu tv this is my first tv i never seen such a tv like this,  picture quality amazing, sound, full screen display is very good advantage, connectivity super fast we should install google home for that, most probably i like this tv..  wait for more ten days for my more reviews..",5,2
712,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),excellent tv. i am writing this review to help others for the correct choice..it has awesome picture quality and sound. internet connectivity is good. non hd channels quality also good.,5,2
713,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),i have been using sony full hd for the past 4 years... planned to go with sony again but this product changed my mind to choose this because of the specs... it does what are the things that have told in the specs sheet.. being a #rahmaniac (#thalaivarr) fan sound quality is damn good.. clear voices and great highs and lows.. mind blowing one... what a great tv to upgrade...vu u r simply awesome... thanks for the great product..,5,2
714,vu premium 139 cm (55 inch) ultra hd (4k) led smart android tv  (55pm),"it looks truly premium with the silver bezel less design. the sound quality is really impressive. the interface is quite smooth but it does takes around 5-7 seconds to boot up once you switch on the tv. android is neatly optimized and screen sharing works perfectly too. the best feature has to be google assistant and they have given a dedicated button for it on the remote. it easily detects and responds to our voice. the videos are rich, dynamic and clear. although, the refresh rate is just 5...",5,2
715,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),"everthing is preety good apart from smart features""picture quality = 10/10 sound quality = 10/10 obviously nice tv but if you need smart features particularly than dont buy this.. worst smart feature like youtube :( if you want only for watching as normal led then go for it fully worth of money i am happy with it :)",4,2
716,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),best at this price... awesome picture quality .. enjoy in hd quality ...slim as slim very slim ....smart tv enjoy youtube ..i installed in my shop ...go for it,5,2
717,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),this price  range tv its awesome coocaa is one of the best tv quality my new tv all of my family so happy still courier  partner was 1 day super  fast  delivery  i like  it so thanks to flipkart,5,2
718,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),"just go for it without second think... plays all format of videos (i tried upto 4k via usb), amazing sound, hd like picture quality and smart app like youtube, toon google and radio all are plays well if you have nice network. ( i use vodafone hotspot from my mobile).",4,2
719,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),"very bad experience for purchesed this smart tv.  recommended to others don't waste money buying this tv.smart tv, only for a name. it like the same as a normal led tv.  not able to connect with soundbar, mirror with the mobile phone, etc.a useless default application is available with this tv.  apart from that not able to install any other application. hence my advice to others, don't buy this product at any cost.",1,0
720,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),good tv in this price range.audio quality is average but in this price everything is acceptable. installation was also smooth and the technician did it in time and was cooperative too.awesome smart tv. recommended for buying.,5,2
721,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),super and high quality im so happy big display  and  super hd super and high quality tv stand,5,2
722,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),reasonable price. good performance. safe and fast delivery. allways a pleasure shopping at flipkart. thank you.,4,2
723,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),"hi guys, this is an amazing item.pros:picture: excellent picture quality for the price paid. it is written hd ready but believe me you can play 1080p seamlessly. audio: volume at 20 is more than enough for a 15 x 10 feet room. i tried upto 50... still 50 %is left. that kind of bomb boom quality. beats of music so nice at price point.connectivity: easy wifi access no problem at all. apps: i didn't tried to install other apps yet... bcoz alot of usefull apps are pre-installed. most of t...",5,2
724,coocaa 80 cm (32 inch) hd ready led smart tv  (32s3u-pro),coocaa 32inch smart tv is very best product with full display from coocaa value for money worth it..every one should by this smart tv,5,2
725,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),"this review is after long-term usage of 6 months, the video quality on this tv is really good especially in this range- the color production, and sound quality is good too...you can really enjoy watching series on this tv. it is really light and there is virtually no bezel- the design is really good! the remote is really simple to use and lightweight, and the user interface is smooth and easy. one great thing about this tv is oxygen play where you can find all the content in one place....and ...",5,2
726,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),"at this price point, the tv is good to have with easy connectivity and setup.picture quality is good for the led screen(however you can compare another tv in the same segments).the sound is good although dolby impressions i couldn’t get in the first use(perhaps need to check more).remote is clean and minimalistic and easy to use.connectivity is good, able to connect to wifi via router and hotspot and the connection stays and works perfectly fine. able to use any streaming services without...",5,2
727,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),"it is superior tv. working on android pie .you can also use oxygen play interface for a content centric view.it has good voice command bluetooth base remote control.this tv incorporated with gamma engine with memc , super resolution , colour space mapping , dynamic contract . connecting options with wi fi , bluetooth , hdmi , ethernet are very quickly n fast response .highly recommended for your future tv...😊😊",5,2
728,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),a very nice tv with many adjustments and a best sound quality and also nice used with google assistants.. highly recommended by me. ☺️,5,2
729,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),"oneplus always brings to us all those high end tech device s at such an amazing prices . they has turned out be a blessing for families like me with such products . i am very happy with the product 43"" tv . i have ordere it for my mom , :- the ui and ease of use for old lady coming from non tech era >>>>>:- the sound quality is just superb :- some improvement can be done for connectivity with other smart devices . :- ease of installation so happy with flipkart also for delivery to small...",5,2
730,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),thank you flipkart amazing product 1+ tv new model  awesome product i m happy 1+ tv super quality one days used nice product this range everything is ok,5,2
731,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),it's pretty good n with oosaammmm clarity .....  one word to describe - value for money 💰,5,2
732,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),very good picture quality.. and sound is much good than other led tv's because there is dolby speakers in it...thank u thank u so much..❤❤😍😍😍,5,2
733,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),"team, today only i received my product - 29, may, and below are pros and cons.good point:1. very quick delivery2. better clarity compare to mi and uv3. easy to handle and lightweight just 6 kgsbad points:1. not having aux sound connectivity, it has digital optical audio output which is mostly not available with general sound system2. difficult to share the mobile screen with this tv since oneplus connect android app don't work on all mobiles3. the installation team will come after 8...",1,0
734,oneplus y series 100 cm (40 inch) full hd led smart android tv  (40fa1a00),"best budget friendly smart tv one can buy, although the video quality is not at par with that of samsung/sony but the sound quality is seriously amazing 💯. easy to install and use !!",5,2
735,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),"read carefully if you want table top installation, it might help you-i gave 1 star but if i had a chance to give negative star, i would have given that only. i wanted tv with table top so while purchasing i have noticed that with this tv,stand will not come along. we  need to ask on installation. i was super fine and ordered it thinking that anyhow i am getting tv stand . so it's not a big deal. but when i received the product and installation team contacted me. i clearly asked them to gi...",1,0
736,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),every thing is good except screen mirroring with moto phones,5,2
737,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),must buy.,5,2
738,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),super,5,2
739,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),i will always prefer samsung over other chinese brands.. talking about the television it has clear sound and has no connectivity issues you can watch your favourite shows just by connecting it with your phones hotspot.... talking about the picture quality i will say it depends on the net speed faster the net speed better the quality is and the picture quality was not good when i connect it with normal settup box you will need a hd setup box to enjoy the high quality picture... i will suggest ...,5,2
740,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),"samsung smart tv is good product. i'm very happy with it. sound quality is very nice. picture quality may be improved, but it's good. overall very good experience with it.",5,2
741,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),good delivery and installation  man very nice this price best led,3,1
742,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),"it's been a week gone, product is literally awesome , worth for money and installation is very wise and gentle with free of cost",4,2
743,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),i was specifically looking at 32 inch tv which is not chinese. i avoid chinese brands as much as i can. this tv is pretty good. may be 1-2k more expensive than a chinese tv but has lot of features. it has inbuilt airplay 2 if you have an iphone. most apps are there. the remote controls dth as well. voice assistant. it can act as your monitor as well if you are working from home. it has decent picture quality and great sound quality.,4,2
744,samsung 80 cm (32 inch) hd ready led smart tv with voice search  (ua32te40fakbxl),picture quality is good and product is sleek and easy to use few functions need to be understood though post which it's breeze. the tv shuts down and restart very fast though only drawback is not that energy efficient. 2 star rated.,4,2
745,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,anyone who is reading my review please read completely because i have tested and analysed the tv a lot in every possible way.1. the tv really justifies its price. you cannot compare this tv's feature with high end tv of samsung and sony that is absurd.2. video quality is quite great just that when you view from an angle the intensity of colour changes which is fine concerning the price of the tv3. sound quality is awesome. it has 20w dual speakers which is quite great and once again don't ...,4,2
746,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,"1) look is premium. (5/5) 2) speakers are good and well equalled. (5/5) 3) display is good. prefer hd setup box. (4/5) 3) operates faster with bluetooth remote but slow with sensor one. 4) pathchwall is great (launcher).gives modern look. (5/5) 5) little problem with miracast ( delay in audio), but you can use google home for lagfree experience. (4/5) 6) tv looks bezelless when it is in off mode but having small border actually. when you turn on the tv you can notice it. 7)go for it. o...",4,2
747,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,this television is value for money. bought it for 13500 during big billion days sale. it was delivered in 3 days and installation done next day. the picture quality is good and there is hardly much difference you will feel between full hd and hd ready screens. sound is optimal . i faced a little issue while connecting my bluetooth earphones. rest everything is good and i would definitely recommend to go for the product. patchwall software is just great and xiaomi have nearly perfected it in 3...,5,2
748,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,best smart tv in this price segment. though i was little bit confused about the connectivity issues written over here in the reviews before purchasing this tv but frankly speaking after using this above one month there is still no issues about the connectivity and all. each and every functions of this tv are works very smoothly and after the new android update it is now more faster than before. but one thing i must tell you guys that i have a home theater system with bluetooth connectivity wh...,5,2
749,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,"i have researched a lot before buying this tv, i almost spend a week, browsed a lot, watched 10+ hours of videos, finally within 23k, this is the tv i purchased. i was little nervous at first because all i have used is lg & sony before, but first time i bought some non premium product. my parents couldn't even pronounce xiomi, to be honest even i can't. after using this tv for a week, i can say, go for it. this is an awesome tv, with perfect picture quality and user interface. yeah sound co...",5,2
750,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,this is very good smart tv in budget. 40 inch is very good size neither big nor small.... i love this ..,5,2
751,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,one of my friend recommended me this mi led tv so i bought it from flipkart and i can just say that this is the best value for money android tv from the house of xiaomi. picture quality is very good and even sound output is superb. thanks to ekart executive for super fast delivery and installation. very happy with this purchase.,5,2
752,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,best smart tv good sound i really like after using 1 week,5,2
753,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,very good tv nice mi,3,1
754,mi 4a horizon edition 108 cm (43 inch) full hd led smart android tv,best tv in this budgetpros-- great sound- picture quality- apps cons-while mirror casting after like 20 minutes it stopped  casting. rest all is great,4,2
755,realme 108 cm (43 inch) ultra hd (4k) led smart android tv with handsfree voice search and dolby vision & atmos  (rmv2004),"received the 50 inch model of realme 4k tv on 09/06/2021 (as they promised).about flipkart's service:- 1st- unlike its competitor, flipkart offers an open box delivery. so, at the time of delivery, you can confirm if their is any damage/problem in the unit. hats off to flipkart for this kind of service.2nd- unlike its competitor, flipkart takes care of installation. though they can't able to keep the promise of same day installation, the installation has been done on very next day (i.e. o...",5,2
